sales b less returns 108
seems a very foolish 79
seems a very general 198
seems a very genteel 119
seems a very liberal 52
seems a very limited 82
seems a very logical 156
seems a very natural 1115
seems a very peculiar 127
seems a very pleasant 707
seems a very promising 364
seems a very rational 72
seems a very slender 40
seems a very ungainly 83
seems a very unusual 49
seems a very useless 46
seems a wild attempt 70
seems a wise decision 58
seems i have repeated 46
seems i must decline 42
seems i must venture 53
seems i owed eternal 45
seize a good position 77
seize a great subject 94
selling a call against 71
selling a food product 50
selling a good article 49
selling a good product 325
selling a great variety 189
selling a high quality 52
selling a huge variety 54
selling a sewing machine 44
selling a single product 1233
selling a very limited 47
selling a wide variety 1262
sells a good variety 41
sells a great variety 110
sells a huge variety 51
sells a single product 1087
sells a wide variety 1676
sending a call request 174
sending a clear message 2414
sending a clear request 111
sending a data message 88
sending a full account 67
sending a high official 58
sending a kind message 40
sending a last message 57
sending a loud message 53
sending a mail message 317
sending a radio message 299
sending a single message 290
sending a single soldier 172
sending a single spanish 42
sending a soap message 91
sending a soap request 53
sending a test message 107
sending a text message 541
sending a wrong message 57
sends a call request 211
sends a clear message 4006
sends a clear request 104
sends a cold shudder 132
sends a data message 108
sends a data request 84
sends a good message 67
sends a hold request 51
sends a join message 145
sends a join request 98
sends a lock request 75
sends a loud message 94
sends a mail message 233
sends a page request 52
sends a paging message 60
sends a port command 61
sends a post request 60
sends a quit command 77
sends a radio message 137
sends a single message 228
sends a soap message 181
sends a soap request 177
sends a test message 101
sends a text message 198
sends a wrong message 90
sends i will present 58
sense a bond between 134
sense a deep sadness 41
sense a full bladder 122
sense a great national 90
sense a great success 99
sense a link between 422
sense a living language 60
sense a mere worldly 47
sense a more general 53
sense a step forward 45
sense a step towards 107
sense a wide variety 107
sense i also applied 85
sense i have adopted 90
sense i have defined 713
sense i have written 88
sense i must believe 68
serve a clear function 74
serve a clear purpose 562
serve a dual function 2504
serve a dual purpose 19780
serve a fine purpose 53
serve a full country 46
serve a good example 41
serve a good purpose 14189
serve a great national 40
serve a great purpose 1537
serve a great service 302
serve a great variety 583
serve a healing function 71
serve a high purpose 195
serve a holy purpose 81
serve a like function 51
serve a like purpose 579
serve a mere stranger 72
serve a more complex 97
serve a more diverse 210
serve a more exalted 49
serve a more general 447
serve a more limited 166
serve a most deserving 43
serve a much broader 306
serve a much smaller 130
serve a role similar 193
serve a single airport 95
serve a single function 305
serve a single purpose 2110
serve a third function 59
serve a third purpose 243
serve a very diverse 57
serve a very limited 188
serve a very similar 132
serve a wide variety 3158
serve a wise purpose 89
serving a dual function 237
serving a dual purpose 1388
serving a good purpose 515
serving a great purpose 92
serving a great variety 262
serving a high purpose 60
serving a like purpose 68
serving a more diverse 52
serving a more general 83
serving a more limited 68
serving a much broader 70
serving a much smaller 63
serving a role similar 48
serving a single function 63
serving a single purpose 406
serving a very limited 70
serving a wide variety 867
setting a fair example 43
setting a fine example 808
setting a firm deadline 43
setting a foot outside 59
setting a good example 14762
setting a good pattern 109
setting a great example 360
setting a gulf between 54
setting a high example 153
setting a high minimum 105
setting a high premium 43
setting a high priority 91
setting a living example 112
setting a more stringent 76
setting a pious example 44
setting a poor example 766
setting a rare example 71
setting a wide variety 45
shall a great mystery 42
shall i ever believe 146
shall i ever express 65
shall i ever forgive 214
shall i ever neglect 90
shall i ever possess 47
shall i ever recover 107
shall i ever requite 140
shall i ever scruple 81
shall i ever succeed 43
shall i ever withhold 53
shall i find bravura 75
shall i find comfort 70
shall i find courage 94
shall i find friends 46
shall i find language 154
shall i find shelter 283
shall i have courage 55
shall i have occasion 307
shall i have pleasure 1960
shall i have realized 203
shall i have respect 70
shall i have written 57
shall i here attempt 43
shall i here discuss 173
shall i live forever 57
shall i look forward 52
shall i lose dominion 46
shall i rest content 160
shall i seek counsel 91
shall i take counsel 622
shall i take pleasure 49
shame i felt because 99
shame i have brought 250
shame i must confess 654
shape a more peaceful 86
shape a wide variety 81
shaping a wide variety 48
share a bank account 203
share a deep concern 892
share a deep respect 217
share a fate similar 242
share a flat together 228
share a home together 223
share a life together 1072
share a more complex 42
share a more general 140
share a more similar 367
share a poor pilgrim 69
share a rich history 105
share a room because 157
share a room together 613
share a single account 152
share a single address 362
share a single antenna 50
share a single bathroom 195
share a single bedroom 146
share a single central 43
share a single channel 586
share a single circuit 116
share a single culture 302
share a single destiny 125
share a single essence 49
share a single function 47
share a single kitchen 133
share a single language 287
share a single machine 238
share a single national 42
share a single network 345
share a single position 74
share a single printer 684
share a single purpose 141
share a single virtual 120
share a tent together 87
share a very general 40
share a very limited 40
share a very similar 1730
share a wide variety 587
sharing a fate similar 79
sharing a flat together 105
sharing a home together 71
sharing a life together 678
sharing a room together 372
sharing a single bathroom 64
sharing a single bedroom 93
sharing a single channel 106
sharing a single culture 40
sharing a single kitchen 104
sharing a single language 68
sharing a single printer 44
sharing a very private 43
sharing a very similar 68
sharing a wide variety 86
sharp a break between 143
sharp a line between 1006
sheds a soft radiance 67
shewing a fine starlit 53
shewing a good example 62
shewing a great concern 70
shews a most pitiful 49
shine a true revival 43
shirk a duty because 80
shoot a wide variety 48
shore a great variety 92
short a great variety 99
short a most promising 264
short a time against 41
short a time amassed 57
short a time because 150
short a time between 159
short a time brought 42
short a time elapsed 351
short a time elapses 104
short a time enjoyed 85
short a time exposed 90
short a time horizon 237
short a time previous 63
short a time remains 123
short a time together 313
short a very promising 183
showing a cash balance 90
showing a clear benefit 51
showing a clear decrease 51
showing a clear descent 43
showing a clear increase 95
showing a clear pattern 86
showing a clear picture 54
showing a clear relation 42
showing a deep concern 89
showing a deep insight 70
showing a deep respect 55
showing a fine example 56
showing a flat surface 45
showing a good balance 115
showing a good example 471
showing a great advance 369
showing a great concern 287
showing a great decrease 73
showing a great increase 386
showing a great respect 47
showing a great variation 122
showing a great variety 608
showing a high content 57
showing a high density 196
showing a high forehead 55
showing a high respect 76
showing a leaning towards 111
showing a link between 836
showing a more complex 144
showing a more extreme 64
showing a more general 100
showing a more gradual 47
showing a more intense 41
showing a more regular 49
showing a more uniform 47
showing a most selfish 65
showing a most unusual 57
showing a moving picture 50
showing a much broader 44
showing a much smaller 207
showing a much stronger 176
showing a need therefor 118
showing a rich variety 58
showing a slow decline 43
showing a slow increase 59
showing a true picture 64
showing a vast expanse 51
showing a vast increase 111
showing a very decided 70
showing a very gradual 77
showing a very limited 62
showing a very regular 47
showing a very similar 157
showing a very wolfish 81
showing a well defined 187
showing a wide expanse 84
showing a wide scatter 46
showing a wide variation 262
showing a wide variety 705
shown a bent towards 43
shown a clear benefit 197
shown a clear decline 66
shown a clear increase 93
shown a clear pattern 129
shown a clear relation 81
shown a deep concern 205
shown a deep insight 76
shown a deep respect 56
shown a film depicting 124
shown a fine example 70
shown a good example 256
shown a good increase 42
shown a great ability 170
shown a great advance 96
shown a great anxiety 58
shown a great aversion 85
shown a great concern 162
shown a great decline 70
shown a great decrease 60
shown a great dislike 58
shown a great increase 547
shown a great promise 46
shown a great respect 117
shown a great variation 62
shown a great variety 258
shown a high density 46
shown a high success 59
shown a leaning towards 315
shown a link between 1460
shown a more complex 122
shown a more correct 47
shown a more devoted 60
shown a more dynamic 42
shown a more general 67
shown a more intense 74
shown a more liberal 93
shown a most decided 49
shown a moving picture 43
shown a much smaller 144
shown a much stronger 241
shown a rare ability 57
shown a single picture 59
shown a slow decline 58
shown a slow increase 45
shown a step towards 48
shown a vast increase 42
shown a very ancient 42
shown a very decided 149
shown a very limited 64
shown a very natural 149
shown a very similar 109
shown a very unusual 86
shown a video recording 45
shown a wide variation 373
shown a wide variety 365
shows a band between 41
shows a bank balance 64
shows a break between 86
shows a cash balance 105
shows a clear advance 69
shows a clear analogy 46
shows a clear attempt 124
shows a clear benefit 65
shows a clear bimodal 87
shows a clear concern 57
shows a clear decline 471
shows a clear decrease 483
shows a clear deviation 72
shows a clear diurnal 109
shows a clear division 216
shows a clear example 229
shows a clear increase 1130
shows a clear insight 183
shows a clear inverse 116
shows a clear maximum 376
shows a clear minimum 170
shows a clear outline 49
shows a clear pattern 1856
shows a clear picture 252
shows a clear relation 278
shows a clear seasonal 123
shows a clear variation 86
shows a code segment 89
shows a code snippet 197
shows a deep concern 362
shows a deep insight 397
shows a deep minimum 261
shows a deep respect 251
shows a deep sympathy 109
shows a depth profile 157
shows a diode circuit 43
shows a duel between 44
shows a fair average 52
shows a fair increase 41
shows a fast decrease 43
shows a fine balance 41
shows a fine command 96
shows a fine example 861
shows a fine grained 115
shows a fine network 66
shows a flat maximum 180
shows a flat minimum 157
shows a flat surface 111
shows a flow pattern 91
shows a flow process 65
shows a form similar 44
shows a fringe pattern 127
shows a game between 40
shows a good ability 47
shows a good average 40
shows a good balance 268
shows a good command 181
shows a good example 3412
shows a good general 62
shows a good picture 48
shows a good position 47
shows a good quality 134
shows a good variety 55
shows a great ability 53
shows a great advance 3775
shows a great concern 190
shows a great decline 116
shows a great decrease 338
shows a great dislike 42
shows a great example 82
shows a great general 41
shows a great increase 2949
shows a great mastery 129
shows a great promise 72
shows a great respect 118
shows a great variation 1456
shows a great variety 3304
shows a heavy deficit 99
shows a heavy increase 52
shows a heavy reliance 191
shows a high average 182
shows a high concern 106
shows a high content 587
shows a high density 406
shows a high increase 68
shows a high protein 85
shows a high quality 120
shows a high surface 49
shows a high variation 42
shows a high voltage 54
shows a huge increase 94
shows a java program 64
shows a keen insight 271
shows a leaning towards 268
shows a least squares 84
shows a left frontal 104
shows a left lateral 105
shows a less intense 101
shows a less regular 46
shows a line profile 44
shows a line segment 133
shows a link between 808
shows a main program 88
shows a mass balance 48
shows a mild increase 127
shows a more careful 134
shows a more compact 318
shows a more complex 4864
shows a more correct 56
shows a more decided 121
shows a more diffuse 228
shows a more dynamic 117
shows a more elegant 47
shows a more erratic 49
shows a more evident 85
shows a more extreme 288
shows a more general 944
shows a more genuine 40
shows a more gradual 920
shows a more intense 146
shows a more liberal 121
shows a more limited 182
shows a more nuanced 42
shows a more perfect 82
shows a more precise 89
shows a more radical 115
shows a more refined 124
shows a more regular 417
shows a more relaxed 45
shows a more rounded 80
shows a more sharply 45
shows a more thorough 40
shows a more typical 628
shows a more uniform 577
shows a more unusual 50
shows a more variable 82
shows a most decided 63
shows a most pitiful 872
shows a most unusual 138
shows a move towards 83
shows a moving average 67
shows a much broader 415
shows a much coarser 40
shows a much flatter 51
shows a much reduced 377
shows a much sharper 343
shows a much shorter 154
shows a much simpler 165
shows a much smaller 2608
shows a much smoother 208
shows a much steeper 359
shows a much stronger 1691
shows a nice balance 121
shows a nice example 104
shows a plot between 57
shows a plot comparing 49
shows a range between 216
shows a rare example 68
shows a rare insight 56
shows a ratio between 62
shows a rich variety 395
shows a rise between 85
shows a sims profile 92
shows a single channel 153
shows a single crystal 308
shows a single element 46
shows a single maximum 319
shows a single protein 117
shows a slow decline 168
shows a slow decrease 184
shows a slow increase 653
shows a soil profile 153
shows a star network 94
shows a steam turbine 138
shows a step forward 49
shows a step function 49
shows a test circuit 121
shows a test pattern 62
shows a third example 52
shows a time history 343
shows a trial balance 71
shows a true balance 75
shows a true insight 70
shows a true picture 53
shows a vast increase 226
shows a very ancient 50
shows a very careful 225
shows a very compact 217
shows a very complex 320
shows a very decided 822
shows a very erratic 52
shows a very evident 55
shows a very general 347
shows a very gradual 385
shows a very intense 447
shows a very liberal 40
shows a very limited 656
shows a very peculiar 195
shows a very perfect 40
shows a very pleasant 65
shows a very popular 50
shows a very precise 42
shows a very promising 129
shows a very regular 643
shows a very shallow 155
shows a very similar 4366
shows a very slender 42
shows a very strongly 40
shows a very thorough 143
shows a very typical 246
shows a very uniform 320
shows a very unusual 410
shows a very variable 86
shows a very youthful 43
shows a wave pattern 49
shows a well defined 1662
shows a wide scatter 377
shows a wide variance 113
shows a wide variation 3904
shows a wide variety 3503
shows a young soldier 64
shows a zero balance 119
sides a full quarter 46
siege i have counted 55
sight a great aversion 73
sight a very rational 71
signing a note payable 694
signs a note payable 379
signs a note promising 468
since a date previous 55
since a flat surface 41
since a full account 99
since a full bladder 121
since a full stomach 41
since a good quality 58
since a great increase 43
since a great variety 305
since a high density 58
since a high fraction 40
since a high premium 48
since a line segment 44
since a link between 41
since a main purpose 49
since a mere general 41
since a mere handful 52
since a more bookish 48
since a more complex 72
since a more general 103
since a more liberal 47
since a more precise 82
since a more refined 84
since a more thorough 93
since a more uniform 47
since a much simpler 42
since a much smaller 328
since a poor country 49
since a single failure 44
since a single species 64
since a very ancient 76
since a very limited 85
since a very similar 237
since a wide variation 59
since a wide variety 1006
since a wrong decision 42
since a young officer 46
since i also believe 130
since i been married 83
since i came overseas 56
since i feel certain 60
since i felt certain 57
since i find example 43
since i grew towards 40
since i have admired 70
since i have adopted 402
since i have allowed 187
since i have altered 45
since i have appeared 69
since i have applied 48
since i have arranged 41
since i have arrived 501
since i have assumed 255
since i have avoided 64
since i have belonged 188
since i have blessed 46
since i have brought 546
since i have carried 152
since i have certain 46
since i have claimed 77
since i have crossed 267
since i have decided 363
since i have defined 81
since i have desired 65
since i have devoted 303
since i have enjoyed 756
since i have entered 790
since i have escaped 95
since i have finally 49
since i have friends 70
since i have handled 53
since i have hitherto 80
since i have labored 62
since i have laughed 86
since i have limited 51
since i have managed 95
since i have married 153
since i have noticed 213
since i have nowhere 60
since i have offered 94
since i have omitted 56
since i have ordered 42
since i have perused 80
since i have pledged 44
since i have pointed 40
since i have preached 78
since i have pressed 67
since i have pursued 61
since i have realized 139
since i have refused 127
since i have removed 129
since i have resided 798
since i have resumed 89
since i have retired 107
since i have settled 117
since i have several 161
since i have similar 47
since i have started 480
since i have stirred 70
since i have stopped 240
since i have studied 536
since i have touched 384
since i have trouble 55
since i have trusted 42
since i have usually 40
since i have utterly 49
since i have visited 480
since i have watched 216
since i have written 6509
since i have yielded 166
since i just started 50
since i knew everything 51
since i knew exactly 117
since i know everything 96
since i know exactly 60
since i last appeared 47
since i last checked 216
since i last crossed 245
since i last enjoyed 124
since i last entered 230
since i last greeted 42
since i last laughed 50
since i last studied 41
since i last touched 306
since i last visited 2418
since i left america 1126
since i left arizona 46
since i left atlanta 69
since i left bristol 95
since i left britain 52
since i left chicago 566
since i left college 3005
since i left colonel 113
since i left columbia 47
since i left concord 43
since i left congress 51
since i left detroit 155
since i left florida 52
since i left germany 218
since i left glasgow 103
since i left harvard 86
since i left ireland 395
since i left jamaica 43
since i left lucknow 40
since i left memphis 65
since i left montreal 173
since i left shanghai 41
since i left slavery 83
since i left toronto 80
since i left victoria 51
since i left vietnam 131
since i left virginia 263
since i made friends 40
since i must confess 146
since i must declare 72
since i must explain 45
since i must present 43
since i must publish 51
since i said goodbye 395
since i said plainly 127
since i took colonel 60
since i took command 277
since i will discuss 46
since i will forgive 62
sites i have visited 174
skies a very material 119
skies i have boarded 83
sleep a single instant 53
sleep a wink because 154
sleep a wink tonight 775
sleep i have enjoyed 83
slept a wink because 96
slept i have crossed 110
slide a finger between 52
slide a hand between 51
sliding a finger between 42
sliding a hand between 40
small a cash balance 48
small a down payment 139
smell i ever smelled 91
smiling a warm welcome 153
smoke a pipe because 56
smoke a pipe outside 58
smoke a pipe together 551
smoking a pipe against 78
smoking a pipe together 535
snare a rich husband 92
snuff i have brought 48
solve a case involving 56
solve a dual problem 42
solve a flow problem 64
solve a great mystery 84
solve a great problem 304
solve a great variety 277
solve a hard problem 190
solve a health problem 136
solve a huge problem 80
solve a least squares 47
solve a maths problem 51
solve a maze problem 48
solve a more complex 225
solve a more general 416
solve a race problem 43
solve a single equation 156
solve a single problem 2791
solve a single question 47
solve a test problem 75
solve a very complex 175
solve a vexing problem 138
solve a wide variety 2484
solve a word problem 926
solve a work problem 111
solving a great mystery 49
solving a great problem 74
solving a great variety 183
solving a hard problem 135
solving a health problem 98
solving a least squares 75
solving a more complex 64
solving a more general 143
solving a single equation 171
solving a single problem 956
solving a very complex 60
solving a vexing problem 69
solving a wave equation 82
solving a wide variety 1186
solving a word problem 565
solving a work problem 95
sorry i even brought 149
sorry i ever brought 198
sorry i ever doubted 275
sorry i ever married 82
sorry i ever started 186
sorry i ever uttered 42
sorry i have annoyed 49
sorry i have brought 128
sorry i have delayed 110
sorry i have dirtied 69
sorry i have mislaid 54
sorry i have occasion 83
sorry i have started 43
sorry i have written 75
sorry i lost control 101
sound a very promising 96
space a great variety 59
space i have allowed 53
space i have devoted 226
space i have omitted 179
spake a word against 57
spans a half century 51
spans a much broader 95
spans a much shorter 106
spans a wide variety 553
spare a great effusion 92
spare a single hundred 74
spare a single soldier 162
speaking a great variety 135
speaking a home language 47
speaking a living language 215
speaking a rude language 60
speaking a single language 1018
speaking a slav language 54
speaking a wide variety 172
speaking a word against 330
speaking a word entered 43
speaks a clear language 163
speaks a living language 113
speaks a single language 201
speaks a word against 1317
spell a word beginning 53
spend a free weekend 40
spend a good quarter 90
spend a life together 58
spend a month exploring 48
spend a month together 144
spend a month traveling 71
spend a more pleasant 79
spend a most pleasant 87
spend a much shorter 65
spend a much smaller 289
spend a single centavo 43
spend a tiny fraction 73
spend a very limited 78
spend a very pleasant 729
spend a week exploring 197
spend a week observing 55
spend a week preparing 47
spend a week together 637
spend a week wandering 41
spent a busy weekend 43
spent a full fifteen 60
spent a full quarter 63
spent a good fifteen 237
spent a good fortune 41
spent a good quarter 246
spent a great fortune 73
spent a half century 254
spent a month between 55
spent a month examining 58
spent a month exploring 205
spent a month listening 42
spent a month observing 74
spent a month preparing 109
spent a month together 464
spent a month traveling 278
spent a month wandering 76
spent a more painful 47
spent a more peaceful 47
spent a more pleasant 381
spent a most pleasant 1122
spent a most unhappy 126
spent a much shorter 57
spent a much smaller 128
spent a vast fortune 245
spent a vast revenue 56
spent a very painful 44
spent a very peaceful 101
spent a very pleasant 10515
spent a very restful 69
spent a very sociable 43
spent a very unhappy 175
spent a week attending 43
spent a week examining 141
spent a week exploring 227
spent a week following 60
spent a week listening 86
spent a week observing 130
spent a week preparing 174
spent a week rehearsing 40
spent a week surveying 48
spent a week together 2666
spent a week traveling 159
spent a week wandering 110
spent a young fortune 41
spied a poor hawthorn 48
spied a ship arrived 54
split a heavy nucleus 52
split a word between 53
spoil a fine passage 88
spoil a wise purpose 61
spoke a clear language 53
spoke a great variety 72
spoke a single language 1096
spoke a very similar 58
spoke a wide variety 142
spoke a word against 588
sport a theme creative 54
sport a wide variety 40
spots i ever visited 228
spots i have visited 87
spread a more general 81
spread a soft blanket 42
spread a thick blanket 93
spread a vast network 44
spread a very general 75
spread a wide network 46
spurn a loving servant 61
stage a bank robbery 115
stage a coup against 2025
stage a fake robbery 86
stage a great variety 44
stage a mass protest 195
stage a mock funeral 125
stage a play written 43
stage a raid against 44
stage a wide variety 56
staging a coup against 240
staging a mock funeral 119
staging a single routine 118
stand a cold climate 45
stand a much stronger 41
stand a very stranger 42
stars i have devoted 51
start a bank account 1159
start a case against 112
start a feud between 55
start a film company 58
start a fire because 103
start a fire quickly 82
start a game against 43
start a healing process 148
start a life together 979
start a more thorough 44
start a peace process 161
start a radio program 63
start a slow current 107
start a slow decline 50
start a slow descent 44
start a soap factory 54
start a soup kitchen 173
start a suit against 126
start a tree nursery 50
state a case against 471
state a clear position 221
state a clear purpose 126
state a great service 214
state a great variety 97
state a half century 41
state a more general 441
state a more improving 231
state a more precise 68
state a ship arrived 115
state a very general 115
stating a case against 54
stating a single precept 69
stating a very reduced 56
steer a line between 85
steer a safe passage 47
steer a very careful 98
stick a tree between 164
stick a wire upright 71
still a baby herself 95
still a baby himself 43
still a bond between 201
still a buck private 204
still a clear division 49
still a dark mystery 71
still a deep division 40
still a deep mystery 165
still a deep respect 46
still a fair problem 98
still a fair question 78
still a fine example 197
still a free country 1428
still a free society 69
still a girl herself 41
still a good account 57
still a good address 93
still a good bargain 135
still a good beginning 90
still a good catholic 552
still a good circuit 42
still a good citizen 40
still a good company 76
still a good country 89
still a good decision 60
still a good example 439
still a good fifteen 317
still a good general 183
still a good hundred 447
still a good husband 53
still a good offense 41
still a good picture 46
still a good quantum 158
still a good quarter 236
still a good question 284
still a good soldier 80
still a good solution 49
still a good student 86
still a good summary 50
still a good variety 49
still a grad student 84
still a great admirer 130
still a great advance 85
still a great bargain 85
still a great barrier 53
still a great beginning 137
still a great comfort 43
still a great company 61
still a great concern 97
still a great country 226
still a great example 42
still a great function 86
still a great invalid 150
still a great mystery 650
still a great national 83
still a great novelty 315
still a great occasion 42
still a great pitcher 49
still a great pleasure 111
still a great popular 77
still a great problem 435
still a great question 162
still a great reliance 52
still a great remnant 52
still a great respect 73
still a great success 123
still a great unknown 241
still a great variation 53
still a great variety 328
still a great victory 43
still a gulf between 399
still a half century 77
still a hand process 64
still a hard problem 95
still a health problem 104
still a heavy drinker 68
still a heavy reliance 173
still a high official 56
still a high priority 398
still a huge problem 213
still a huge success 42
still a life subject 55
still a link between 265
still a live question 136
still a live subject 82
still a living creature 151
still a living element 42
still a living example 81
still a living language 2082
still a living problem 40
still a living question 77
still a living religion 223
still a living witness 139
still a main concern 55
still a mere fraction 69
still a mere handful 101
still a mere stripling 303
still a mere trickle 83
still a mere village 146
still a mile distant 282
still a mile outside 47
still a moot problem 47
still a moot question 3043
still a more ancient 66
still a more complex 96
still a more distant 46
still a more general 97
still a more glorious 62
still a more immoral 61
still a more musical 52
still a more pleasant 59
still a more reliable 41
still a most popular 83
still a moving picture 90
still a much debated 798
still a much smaller 195
still a much stronger 153
still a nice gesture 49
still a poor country 1324
still a poor creature 45
still a poor relation 77
still a poor student 65
still a race against 56
still a rank amateur 40
still a rare novelty 49
still a rare species 127
still a rich country 148
still a ruby kindles 147
still a slow process 345
still a sore subject 319
still a south african 73
still a spring chicken 86
still a step forward 195
still a step removed 78
still a third account 57
still a third contest 50
still a third country 40
still a third division 99
still a third element 523
still a third example 182
still a third function 111
still a third occasion 66
still a third passage 43
still a third pattern 189
still a third position 178
still a third problem 264
still a third process 49
still a third purpose 105
still a third question 256
still a third solution 41
still a third species 186
still a third variation 103
still a third variety 141
still a time consuming 111
still a tiny fraction 266
still a tiny village 75
still a true picture 52
still a true respect 44
still a vast expanse 60
still a vast mystery 42
still a vast unknown 47
still a vast variety 63
still a very ancient 79
still a very awkward 58
still a very capable 73
still a very complex 234
still a very decided 57
still a very demanding 118
still a very distant 201
still a very dynamic 70
still a very elegant 50
still a very fragile 145
still a very general 300
still a very helpful 48
still a very inexact 73
still a very intense 50
still a very limited 1139
still a very material 82
still a very meaningful 40
still a very notable 63
still a very obscure 191
still a very ominous 59
still a very painful 101
still a very perfect 51
still a very pleasant 349
still a very popular 1577
still a very precious 43
still a very present 60
still a very private 133
still a very promising 78
still a very readable 106
still a very reliable 44
still a very shadowy 43
still a very sizable 42
still a very unusual 49
still a very visible 52
still a very youthful 74
still a vexing problem 48
still a wall between 85
still a warm admirer 96
still a weary journey 106
still a well defined 46
still a wide variation 275
still a wide variety 368
still a wild country 88
still a young company 104
still a young country 678
still a young married 64
still a young medical 79
still a young officer 232
still a young painter 42
still a young research 45
still a young scholar 59
still a young science 799
still a young society 43
still a young student 579
still a young subject 120
still a youth although 44
still a youth entered 72
still i feel assured 40
still i look forward 85
still i must believe 40
still i must confess 494
still i must declare 175
still i must protest 51
still i will venture 101
stock a great variety 172
stock a huge variety 42
stock a wide variety 1388
stood a dark lantern 56
stood a filing cabinet 42
stood a foot shorter 65
stood a girl dressed 73
stood a great company 138
stood a great granite 61
stood a half century 45
stood a huge boulder 44
stood a much smaller 93
stood a sewing machine 105
stood a spear grasped 49
stood a tall slender 90
stood a tall stranger 41
stood a tiny cottage 53
stood a very ancient 599
stood a young officer 93
stood a young soldier 57
store a great variety 106
store a wide variety 643
storing a wide variety 104
story a rare example 53
story i ever covered 45
story i have related 442
story i have written 1406
story i heard several 58
story i just related 54
stream a mile distant 69
strong a bond between 230
strong a case against 381
strong a leaning towards 105
strong a line against 53
strong a line between 67
strong a link between 165
strong a part against 74
strong a word because 77
strong i will destroy 246
strung a line between 91
strung a rope between 97
strung a wire between 107
stuck a finger between 79
study a great variety 506
study a more complex 183
study a more general 383
study a single problem 159
study a single species 106
study a single subject 169
study a third language 141
study a very archaic 43
study a wide variety 3054
study i have adopted 301
study i have arrived 47
study i have assumed 80
study i have avoided 87
study i have carried 129
study i have decided 111
study i have defined 60
study i have devoted 145
study i have divided 87
study i have focused 384
study i have limited 45
study i have managed 139
study i have pointed 85
study i have written 87
study i will attempt 311
study i will discuss 250
study i will examine 371
study i will explore 152
study i will present 178
stuff i have written 475
style i have adopted 324
suits a part infects 1051
suits a wide variety 91
sweet a young creature 113
swept a boat inshore 47
swept a deep curtsey 50
swept a hand towards 66
swept a wide horizon 52
